Id,Comment,Attack
151,"NEWLINE_TOKENNEWLINE_TOKENIt is perhaps dangerous to defend science using the sort of naïve methodology presently described in scientific method. That methodology is, at the least, dubious. Better to point out that science is grounded in a shared, and powerful, understanding that allows us to manipulate the world in ways that no other enterprise can. The debate between post modernists and empiricists (for want of better terms) is ongoing, and it is not appropriate to pretend here that it is finished. Better to simply refer the reader to the relevant articles.  ",1
152,"Dysprosia, I think your rewrite of the intro made it quite clumsy. If you don't like the original then how about:NEWLINE_TOKEN:Easy listening describes a musical style which emerged in the mid 20th century, emphasising relaxation and lack of emotional challenge, but sometimes possessing hidden depths.  NEWLINE_TOKEN:: Also, at least of the bands listed as 1960s, Mantovani, was alive and kicking in the 50s.  ",1
153,"NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENI'm not Germanizing anything.  I don't see what's wrong, when talking about Opole as being the historical capital of Upper Silesia, with mentioning what it's name was when it was said historical capital of Upper Silesia.  Would an article talking about Galicia be wrong for mentioning that it's capital was Lemberg rather than Lvov?  Surely there's something to be said for using the city-names which were in use at the time.  ",0
154,"` NEWLINE_TOKENNEWLINE_TOKEN:``@`` is commonly read as ``ĉe`` ('chay'), at least in e-mail addresses and the like.  NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN`",0
155,"`NEWLINE_TOKENNEWLINE_TOKEN== Oliver Ames High School ==NEWLINE_TOKENNEWLINE_TOKENJust noticed this entry in the deletion log: Jimfbleak deleted ``Oliver Ames High School`` (non encyclopedic content was: 'Public high school located in Easton, Massachusetts.'). Please take a look at Wikipedia talk:Deletion policy/schools. It appears that it's not generally agreed to be the case that high school entries are unencyclopedic and qualify for immediate deletion, so VfD is probably the route to use if you think that deletion is merited.  `",0
156,"NEWLINE_TOKENNEWLINE_TOKENAnd Leumi, the same admonition goes for you. The ADL letter complained of inciting hatred and condoning  not inciting  violence against Israel.  ",0
157,NEWLINE_TOKENNEWLINE_TOKENI'm surprised to see that there is no mention of the communists and social democrats exterminated in the holocaust. And Raol Wallenberg isn't there either.  ,0
158,"`NEWLINE_TOKENNEWLINE_TOKENThanks, John.NEWLINE_TOKEN# ``...Poland annexed...`` - Poland had neither the will, nor the power to annex anything. The discussed lands were given to Poland supposedly to compensate for the eastern provinces annexed in 1939 and again in 1944 by Soviet Union. Poland was the country that suffered the most as the result of WW II, both from Nazi Germany and Soviet Union, therefore any comment hinting that Poland or Poles might be even partially responsible for any consequences of the War is absolutely unacceptable.NEWLINE_TOKENNEWLINE_TOKEN# A mention of the Duchy of Swidnica, and it's ruler - Bolko's loyalty to Poland, would be nice.NEWLINE_TOKENNEWLINE_TOKEN# More about the diversity in the region across the ages.NEWLINE_TOKENNEWLINE_TOKEN# Autonomy of the Polish language speaking people during the Bohemian and Austrian rule, as opposed to the forced germanization after prussian takeover, through the ban of Polish (or Silesian) language, and oppression of the catholic faith - Kulturkampf, is worth mentioning. NEWLINE_TOKENNEWLINE_TOKEN# Discrimination of the native Silesians by the Polish government, taking place both right after the war and now, is a must. NEWLINE_TOKENNEWLINE_TOKENWhat are the specific issues, that I'm supposed to vote on?NEWLINE_TOKENNEWLINE_TOKEN `",0
159,NEWLINE_TOKEN:I suppose your right. I won't add any more AF links to wikipedia.   NEWLINE_TOKEN:I removed the links that I added.   ,0
160,NEWLINE_TOKENNEWLINE_TOKEN:We love you too.    ,0
161,"NEWLINE_TOKENNEWLINE_TOKEN== Bravo!!!! ==NEWLINE_TOKENNEWLINE_TOKENBravo on the article you wrote on the House Select Committee on Assassinations. The article flows well and deals with the JFK/MLK findings very without POV. NEWLINE_TOKENNEWLINE_TOKENThere's a few things I want to add, but I want to contact Gary Mack first...NEWLINE_TOKENNEWLINE_TOKENOnce again, Great Work!!!NEWLINE_TOKENNEWLINE_TOKEN ",0
162,"`NEWLINE_TOKENI've found a misplaced reference showing that ``generatics`` did not start with me in content,NEWLINE_TOKENonly in name. The book, ``Learn from the Masters``, edited by Dwetz, Fauvel, Bekken, Johannsson,NEWLINE_TOKENKatz (Mathematical Association of America, 1991), says on p. 286, ``It was not until 1894 that J.NEWLINE_TOKENTannery introduced the arithmetic of rationals as pairs [vectors] of integers.`` (Jules TanneryNEWLINE_TOKEN(1818-1910), French, is cited ONLINE.)In 1957, I received a grant from the National ScienceNEWLINE_TOKENFoundation to organize the first NSF Workshop in Puerto Rico, planned for high math schoolNEWLINE_TOKENteachers (some from States). I taught ``Foundations of Mathematics``. I was sent papers (laterNEWLINE_TOKENlost) from previous Workshops. One set described Tannery's work and Hamilton's formulation ofNEWLINE_TOKENcomplex numbers as pairs or vectors of reals. The formulator filled in by deriving integers fromNEWLINE_TOKENpairs or vectors of natural numbers. The latter shows how ``the law of signs`` derives fromNEWLINE_TOKENCLOSURE on DEFINED DIFFERENCES (DDs) of naturals  (a - b), s.t. subtrahend is not greater thanNEWLINE_TOKENminuend, hence, a natural number. Critical is multiplication law for DD. From standardNEWLINE_TOKENmultiplication algorithm, find that, for DDs, (a - b) * (c - d) = (a*c + (-b)*(-d)) + (a*(-d) +NEWLINE_TOKEN(-b)*c). Applying, 10 = 5*2 = (9 - 4)*(2 - 0) = 18 + (-4)*(2) + 0 = 10, hence, (-4)*(2) must actNEWLINE_TOKENas a subtrahend -8, leading to ``negative times positive equals negative`` rule. Applying productNEWLINE_TOKENrule to 30 = 6*5 = (9 - 3) - (7 - 2) = (63 + (-3)*(-2)) - (18 + 21) = (63 - 39) + (-3)*(-2) =NEWLINE_TOKEN24 + x = 30, hence, x = 6 = (-3)*(-2), leading to ``negative times negative equals positive`` rule.NEWLINE_TOKENThis is forced by CLOSURE on DDs. However, in the ``Generating arithmetic`` article which INEWLINE_TOKENinitiated, some one put in that CLOSURE is a concept from category theory, very advanceed math.NEWLINE_TOKENYet, the above book, on p. 260, says, ``For Galois (1830), Jordan (1870), and even in Klein'sNEWLINE_TOKEN``Lectures on the Icosohedron`` (1884), groups were defined by the one axiom of closure. The otherNEWLINE_TOKENaxioms were implicit in the context of their discussions  finite groups of transformations.`` SoNEWLINE_TOKENCLOSURE goes back at least to 1830.Jonhays0`",1
163,"NEWLINE_TOKENNEWLINE_TOKEN::Yes, no copyvio according to the author's (confusing, I still maintain) statement in VfD.  I deleted the notice and your comment from the talk page.  - ",1
164,"NEWLINE_TOKENNEWLINE_TOKEN:Sorry if it looks like I voted on my own listing, but upon looking at the page history it seems somebody accidentally merged two listings together yesterday (maybe Michael Hardy?)  Anyway, with history view loads pushing 30 seconds I don't have time for this mess right now.  Good night.  NEWLINE_TOKENNEWLINE_TOKENI did not ever merge two lists together.  I have no idea what that could refer to.  NEWLINE_TOKENNEWLINE_TOKEN...and I must say, I'm surprised that something like this of obvious genuine scholarly interest would be treated as if it were a silly article, or as if it were merely a list of words.  The recent comment that such articles would be especially useful to people learning English as a second language is a very strong reccomendation just by itself.  ",0
165,"`NEWLINE_TOKENNEWLINE_TOKEN``to at least some extent, which varies`` is typo meaning that the borders and the extent of occupation varies over time. Jaffa and the area south of Lebanon are occupied all the time, the Gaza Strip and West Bank, full time for parts of both, now claimed by Israel; at least part time for the rest, depending on what's happening that year.   `",0
166,"NEWLINE_TOKENNEWLINE_TOKENI edited your user page in order to make it easier to reach your contribs.  If you want it deleted, say so, or just blank it.  If you had a user page, no, I wouldn't edit it without your permission.   ",0
167,NEWLINE_TOKENNEWLINE_TOKEN-NEWLINE_TOKENNEWLINE_TOKENHi. Anniversaries are not events  please don't add them to year pages.   ,0
168,His Holiness has received the highest Church awards. . .'NEWLINE_TOKENWhich awards were these?   ,0
169,"NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENI have seen your helpful recent reversions of user 200.101.75.10 in the Buddhism article. For your information, administrators can revert articles to their former version in just one click. Do not hesitate to ask me to do so in the future. Thanks!  ",0
170,NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENRe:  Marking pageNEWLINE_TOKENIt's alright.  The wall of shame is there so I (and others if they care) can keep track of troublemakers.  A lot of the topics I edit and watch are controversial so it's good to know who the trolls and biased losers are ) -  ,1
171,NEWLINE_TOKENNEWLINE_TOKENWow!  That was fast.  I'm impressed.,0
172,"`NEWLINE_TOKENNEWLINE_TOKEN:Besides the spelling correction i made above, check ``forefront`` in a dictionary; it may come from military terminology, but at the very least, it is jarring to hear it used in that context rather than metaphorically.  19:56, 2004 Jan 7 (UTC)`",1
173,"`:::Serbs from Croatia ``cleansed`` themselves in the Operation Storm 1995, which is proven beyond reasonable doubt by orders from their commander (now an ICTY inmate) Milan Martic. And, this situation had been ``rehearsed`` several times from 1992 to 1995, as the repentant Milan Babic (another ex-rebel boss and ICTY indictee) has confessed. Nobody ``drove them out``. That's the fate they themselves had chosen. The central difference lies in the fact that no Croatian military units were involved in forced ``transportation`` or similar stuff. More: during ``Lightning`` and ``Storm`` operations, large-scale negotiations had been held with the representatives of Serbian military & civilian authorities in order to persuade them to stay. To no avail. The siren call of Greater Serbia was stronger. That's the Serb way. They either rule as a colonial minority ( parallels with the French in Algeria or the Portuguese in Mocambique are obvious ) or are out- out in Serbia. NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN`",0
174,"NEWLINE_TOKENNEWLINE_TOKENIn response to the list you quoted: oh, flip. The alumni association is not going to like this. Weirdly enough, I note that there is some overlap between lists - S. Chandrasekhar was a Cambridge grad, but a Chicago professor. (Even weirder, I'm writing this just down the hall from Chandra's old office.) Anyhow, assuming your quoted list is accurate, I submit to your superior information.  08:11 GMT, 1 February 2004",0
175,"NEWLINE_TOKENNEWLINE_TOKENA copyright violation is a copyright violation.  If you want to work on a copyrighted article in your own personal space, on your own PC, then fine.  When it's done, move it here.  But don't move copyrighted material into Wikipedia space.   ",1
176,"NEWLINE_TOKEN* I actually wasn't the one who created the numbered entries or linked to them, or who used the 'list-style' profilesI simply went into Green Goblin III to fix a bad link. ",0
177,"It is a well known fact that iodine sublimes, but is it actually true?NEWLINE_TOKENSublimation is the transformation of a solid to gas without melting.NEWLINE_TOKENSince Iodine has a melting point well bellow it's boiling point it seemsNEWLINE_TOKENvery strange that it would undergo sublimation.NEWLINE_TOKEN-",0
178,"NEWLINE_TOKENNEWLINE_TOKEN Anon.NEWLINE_TOKENNEWLINE_TOKEN: Go ahead, be bold!  ",1
179,NEWLINE_TOKENNEWLINE_TOKENCould you please delete San Antonio class amphibious assault ship?  It was a test by a new anonymous user. ''' ,1
180,NEWLINE_TOKENNEWLINE_TOKEN::Inspiration isn't plagiarism by a long shot. Not to mention that the basic themes of the Hidden Fortress are themselves pretty old... ,0
181,"NEWLINE_TOKENNEWLINE_TOKEN:Yep, vasquez >> vasquez rocksNEWLINE_TOKENNEWLINE_TOKEN==History Moving?==NEWLINE_TOKENNEWLINE_TOKENI think we should move the history section to its own pageit really is quite big.  ",1
182,NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENActually it's Mr Natural health who is under arbitration. Irismeister is a completely separate user. Fabiform considered breifly requesting mediation but thought better of it. ,0
183,NEWLINE_TOKENNEWLINE_TOKENfifteen-lettered was one.  ,0
184,"NEWLINE_TOKEN::::Thanks for being a good sport, Roof.  Why don't we talk over possible fixes here?  A larger question, I suppose, is whether this page should focus mostly on the Ruth aspect (emphasizing Bambino, hence a shorter article) or the Red Sox troubles aspect (emphasizing Curse).  Or both?  I'm open to it.  What do we think?  Let's not ask Mumbles. ;)  ",0
185," Feb 2004 (UTC)NEWLINE_TOKEN:::I think it is OK how it is, but the proposed order is better.  Why do you object KingTurtle?  18:39, 14",0
186,"NEWLINE_TOKENNEWLINE_TOKEN-NEWLINE_TOKEN==Some basic questions Re: Wikipedia==NEWLINE_TOKENHi Meelar,NEWLINE_TOKENNEWLINE_TOKENThanks for the welcome comment! )  I am afraid that I don't know anything about the topics you suggested.  I was hoping to stick with editing and writing in my main field of interest, neuroscience and especially hearing.  I have a couple of questions with regard to Wikipedia.NEWLINE_TOKENNEWLINE_TOKENIs it OK to download an image from the Wikipedia, edit it for content, and then upload it again to the Wikipedia?  (There is one figure that could be used in the Wiki for many languages if it had the latin names instead of English ones...)NEWLINE_TOKENNEWLINE_TOKENIs is OK to link to other web pages that have excellent coverage of a particular topic?NEWLINE_TOKENNEWLINE_TOKENThanks for advice,NEWLINE_TOKEN ",0
187,"NEWLINE_TOKENNEWLINE_TOKEN:I don't think the page was ever deleted.  If you're talking about the information on the page that was deleted, you'll find it in the page's history.  ",0
188,"NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN==Duplicate==NEWLINE_TOKENNEWLINE_TOKENDoesn't this article duplicate a lot of material from emoticon. Look at the list of smilies, for example. Should this material be moved to emoticon or vice-versa? Should the two be merged and emoticon be made a redirect to Smiley? I hate to have two seperate articles that discuss the same thing differently. — ",1
189,"NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN==To the person who will rewrite the essay==NEWLINE_TOKEN*Are you interested to rewrite this essay? Great! Have a look at the info I give here, it may help you in your research and rewriting:NEWLINE_TOKEN**In dark ages medicine and therapy was just awful. People believed in superstition.NEWLINE_TOKEN**However, according to many, magick, Alternative medicine, Energy theraphy, Chakras, etc are not superstitions.NEWLINE_TOKEN**In medieval times, Mystics such as Rosicrucians knew how to perform therapy with non-material means. However non-material therapy DOES NOT substitute medicine, and this is emphasised by all serious Rosicrucians today.NEWLINE_TOKEN**Prayer, meditation, visualisation and herbs have a positive effect on human health and help in therapy.NEWLINE_TOKEN**According to Alternative medicine, Chakras play a very important role in health and their imbalance may cause illness. Nadis (the energy channels) and Qi energy are important concepts related to health, too.NEWLINE_TOKEN**Many people, mostly those who support Alternative medicine and mysticism, still believe that illness comes from within the body.NEWLINE_TOKEN**Chinese traditional medicine has some interesting views.NEWLINE_TOKEN**However, the views expressed by mystics and alternative medicine practitioners are not accepted by science.NEWLINE_TOKEN**For some alternative medicine examples, see Edward Bach and Bach flower remedies.NEWLINE_TOKEN**The role of subconsious mind in health is very important and emphasised in Mysticism. Faith healing can be explained easily with the knowledge of the role of subconscious in human body.NEWLINE_TOKEN**Many people who are active in Alternative medicine have no mystical-metaphysical knowledge and just take your money. Thus, most alternative medicine practices cannot be trusted easily.NEWLINE_TOKENNEWLINE_TOKEN NEWLINE_TOKENNEWLINE_TOKEN",1
190,"NEWLINE_TOKEN:If you wish please go ahead and make a list of Michigan waterways - I'll warn you, GNIS lists over 4,000 of them. This page is part of Wikipedia: WikiProject Rivers where there is currently a debate about how to name articles on rivers. (To determine how difficult it would be was part of my reason for creating this page.) I favor a single pages for all Michigan Pine Rivers but the debate is ongoing.  ",0
191,NEWLINE_TOKENNEWLINE_TOKEN:::Will get back to this later.  ,0
192,"NEWLINE_TOKENNEWLINE_TOKEN:Never mind, the date issue is resolved.  ",0
193,"NEWLINE_TOKENNEWLINE_TOKEN== What's a good name for this? ==NEWLINE_TOKENNEWLINE_TOKENThe article deals with the quackery side (mainly pre-20th century) of electricity therapy, not electrotherapy which is briefly discussed in the article. Should the  name be changed to reflect this? The other option is to divide the article into quackery, alternative medicine and conventional medicine.",0
194,"`NEWLINE_TOKENNEWLINE_TOKEN::I agree that there is turbelence and a million other processes involved in the flipping of a real coin, and that it would be quite inconceivable for a computer to simulate all of these processes.  But that's boringly obvious.  Why even mention it?NEWLINE_TOKENNEWLINE_TOKEN::Perhaps ``calculate`` the probability would be a term that communicates my point better?  The probability is a computable number.  These probabilities can be manipulated and composed every which way, without involving random numbers, in what may be called a ``simulation``.  The end result is a discrete probability distribution which is an exact solution, not an outcome or event.NEWLINE_TOKENNEWLINE_TOKEN::However, a computer cannot produce an exact solution if the probability model involves a poission distribution.NEWLINE_TOKENNEWLINE_TOKEN::If the coin is biased and the resulting probability is an uncomputable number, this implies that it was biased by an uncomputable number.  But nondimensionalizing solves this problem.  Essentially, we're not really concerned with ``numbers`` when we're talking about a computer.  We're talking, rather, about finite states.  So long as the problem can be coded by a finite number of states, it is discrete, and can be operated on by a turing machine.NEWLINE_TOKENNEWLINE_TOKEN::The poission distribution is often represented in the form:NEWLINE_TOKENNEWLINE_TOKEN:::NEWLINE_TOKENNEWLINE_TOKEN::A special case of the poission distribution is the exponential distribution, where the x parameter is 1:NEWLINE_TOKENNEWLINE_TOKEN:::NEWLINE_TOKENNEWLINE_TOKEN::-  `",0
195,"NEWLINE_TOKENNEWLINE_TOKEN==Lebach==NEWLINE_TOKENDarn  you beat me! And I only had Saarland, not the Saarlouis dist.   ",0
196,"NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENHi.  )  I saw your introduction on the new users log.  If you ever find an article you think is brilliant, you can nominate it on Wikipedia:Featured article candidates.  Here's a few other useful links for you:NEWLINE_TOKENNEWLINE_TOKENHow to edit a page, How to write a great article, Naming conventions, Manual of Style. You should read our policies at some point too. NEWLINE_TOKENNEWLINE_TOKENIf you want to see what other users are doing at the moment, have a look at recent changes. This is a good way to find random articles you might be interested on working on, or you can simply enjoy reading what other wikipedians have to say. Every article has a Talk page (like this one) where you can raise questions or suggest a direction for an article to take. When you make edits to a page, it's a very good idea to add a few words to the summary field to let other users know what you just did (anything from typo to rewrote article)! NEWLINE_TOKENNEWLINE_TOKENIf you have any questions, see the help pages, add a question to the village pump or ask me on . I hope you enjoy editing here and being a Wikipedian! NEWLINE_TOKENNEWLINE_TOKEN*If you made any edits before you got an account, you might be interested in assigning those to your username. NEWLINE_TOKENNEWLINE_TOKEN*You can sign your name using three tildes, like this: ~~~. If you use four, you can add a datestamp too. NEWLINE_TOKENNEWLINE_TOKEN*If you ever think a page or image should be deleted, please list it at the votes for deletion page. There is also a votes for undeletion page if you want to retrieve something that you think should not have been deleted. NEWLINE_TOKENNEWLINE_TOKENAgain, welcome! )  |  ",0
197,"NEWLINE_TOKENNEWLINE_TOKENTakanoha, can you point out the section of 地方自治法 that explains the status of Tokyo-to?  I think that we are misunderstanding each other.  I would like to see what the actual law says, but it's very long and I haven't found the correct section.  I appreciate your help. -  ",0
198," The indicated time dilation ratio at the photon capture radius of a gravitationally  collapsed mass is equal to the square root of [(3/2) exponent 1/2, times Planck time divided by two pi seconds]. This is a required condition if the electron is a gravitationally confined particle.",0
199,"NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENGreetings Patrick & Co.,NEWLINE_TOKENNEWLINE_TOKENI've just found this page, and inserted some references to other textx foound in the tombs as well. I tried to do it without disrupting too much of what is already here, and if you can smooth the insertions even more, I'd be delighted. I will have to go into my library to find out precisely what else was found in the tombs, and when I do I will mention them here.NEWLINE_TOKENNEWLINE_TOKENRegards,NEWLINE_TOKEN ",1
200,"`NEWLINE_TOKENNEWLINE_TOKEN: I think that the ``Classic Differences``, ``Current Conflicts`` and ``Unorthodox Practices`` sections in the current article should be merged into one according to Hawstom's outline.  What do you think?  `",0
201,how did the laptop come about? who made the first laptop?,0
202,"NEWLINE_TOKENNEWLINE_TOKEN:Ah, so how did you figure out which are 'most commonly associated' or are you basing it upon what _you yourself associate with?  ",0
203,NEWLINE_TOKENNEWLINE_TOKENIf you want to add the Torah Cosmos reference to Torah please wait to see the result of the poll in Wikipedia:Votes for deletion. And remember that Wikipedia is not a place for original research.  ,1
204,"NEWLINE_TOKENNEWLINE_TOKEN==Press Release==NEWLINE_TOKENI see you contributed to the creation of the press release. Might you be willing to follow these steps, and send off the press release?  ",1
205,"NEWLINE_TOKENNEWLINE_TOKEN:I replied to your comment on my talk page. I will not reply to anything else you have to say, nor will I edit any of the Anarchism articles again. It seems that the only way I can avoid getting in this kind of conflict is to edit math articles, where ignorant people just ask for clarification of obscure passages on talk pages instead of accusing knowledgeable people of misrepresentation. Sadly, even in Science topics (in modern physics and biology especially) this kind of thing happens, too. —  17:09, 2004 Mar 5 (UTC) NEWLINE_TOKENNEWLINE_TOKEN-NEWLINE_TOKENNEWLINE_TOKEN",1
206,"`NEWLINE_TOKENNEWLINE_TOKEN* It looks like someone took a copy of ``What links here`` and linked back to every single one.  Here's a list of things which don't really have to do with batteries (apart from the fact that some of them use batteries, which isn't really noteworthy), and which we might be able safely discard.  Any objections?NEWLINE_TOKENNEWLINE_TOKEN:Electronics: Accumulator | Transducer | Transistor | Vacuum tube | Telephone switchboard | Diode | Diode bridge | Arc lamp | Flash | Flashlight | Light bulb | Light meter | Lighting | Magneto | Remote control | Fan | Superconductivity | Clockwork | Round-the-pole flying | Static Random Access Memory | Explosively pumped flux compression generator NEWLINE_TOKENNEWLINE_TOKEN:Chemicals and elements: Adenosine triphosphate (at least...)NEWLINE_TOKENNEWLINE_TOKEN:Automotive: Hybrid electric vehicle (redirects to Hybrid car) | IBM Convertible | Diesel cycle NEWLINE_TOKENNEWLINE_TOKEN: Other: Viking program | BASF | Motorola | Operation Bojinka (??) | Philippine Airlines Flight 434 | Raytheon Corporation | Game Boy | Insulin pump | Naval mine | Steadicam | Cellophane (?????) | Mars Pathfinder | Segway HTNEWLINE_TOKENNEWLINE_TOKEN:  `",0
207,NEWLINE_TOKENNEWLINE_TOKENremember to go to bed (and so should I)  ,0
208,"NEWLINE_TOKENNEWLINE_TOKEN____NEWLINE_TOKENfuck off you little asshole. If you want to talk to me as a human start showing some fear the way humans act around other humans, because if you continue your beligerant campaign, i will cross another boundary and begin off-site recruitmehnt. NEWLINE_TOKENNEWLINE_TOKENI can escalate till I am rhetorically nuclear with the whole goddamed mob of you if that is where you think you will find what you want. NEWLINE_TOKENNEWLINE_TOKENYou had better start expressing some interest in the concerns presented to you or your credibility as either a document or a community will be about that of a pile of shit.",1
209,Clearly four (or three if you're going to toss the first one) isn't enough for you.  ,1
210,How are Metals Different from Non-Matals?,0
211,"NEWLINE_TOKENNEWLINE_TOKEN: I Listed this, as it looked like the single sentences for structures and advantages/disadvantages could probably be expanded, and explained, rather than that there are particular grammatical or other errors in the text.  I don't know of more material that belongs here, but it seemed likely, when I looked at it, that there was some, but I don't know enough about the subject to add anything, so added it to cleanup, so if there was anything useful to add, someone who knows about the subject can add it.  ",0
212,"`NEWLINE_TOKENNEWLINE_TOKENHey Seth, after my other edits yesterday, I was thinking that an epistemology section would be good. I'd say if you're up for adding that, or a metaphysics section, go for it. I think providing a brief, coherent, NPOV summary of any aspect of Nietzsche is a difficult task. I also find it somewhat ridiculous that, with my not all that extensive knowledge of Nietzsche, I'm apparently one of Wikipedia's ``Nietzsche experts``. But maybe working together we can actually mold the article into something good.  `",1
213,"`NEWLINE_TOKENNEWLINE_TOKEN==Britain==NEWLINE_TOKENNEWLINE_TOKEN:When the Romans took control of the largest island they called their possessions Britannia. The earlier celtic inhabitants became known as Britons and the island as Britain. Some centuries after the Romans had left, some of these Britons migrated to the near continent. About 1000 years later (i.e. by the late Middle Ages) the region they had moved to was known as Brittany, and to distinguish the island the term Great Britain was used (compare the French names Bretagne and Grande Bretagne). After the fall of the Roman Empire, the name largely fell into abeyance and tended to be used in an historical sense. Geoffrey of Monmouth used Britannia major and Britannia minor to refer to the island of Britain and Brittany respectively.NEWLINE_TOKENNEWLINE_TOKENWhich name fell into abeyance - Great Britain? Geoffrey of monmouth comes before Roman departure + some centuries + 1000 years, so his use of Britannia major (= Great Britain) is the first use of it in the article, not a revival or historical use of a name ``in abeyance``.  `",1
214,"`NEWLINE_TOKENNEWLINE_TOKEN==admin actions==NEWLINE_TOKENNEWLINE_TOKENHas anyone pointed this out to you?  Wikipedia:Requests for review of admin actions.  Irismeister is claiming that you've abused your admin powers, but, crucially I don't think he understands the difference between blanking (which anyone can do) and deleting.  People have already said that if he's saying you blanked things from your talk page (which is what I'm under the impression you did) then it's not anything to do with ``admin actions`` and doesn't belong on that page, so I'd leave a note there to say that's what you did, if I were you.  )   |  `",1
215,"Hello John, welcome to Wikipedia.NEWLINE_TOKENNEWLINE_TOKENYou might find these links helpful: How to edit a page, How to write a great article, Naming conventions, Manual of Style. You should read our policies at some point too.NEWLINE_TOKENNEWLINE_TOKENIf you have any questions, see the help pages, add a question to the village pump, or ask me on . I hope you enjoy editing here and being a Wikipedian!NEWLINE_TOKEN*You can find lots more information, including open tasks and daily tips, at the community portal.NEWLINE_TOKEN*You can sign your name using three tildes, like this: ~~~. If you use four, you can add a datestamp as well.NEWLINE_TOKEN*Before saving a page, it's a good idea to use the Show preview button to review your edits. Also, consider writing a summary for each edit.NEWLINE_TOKENNEWLINE_TOKENAgain, welcome!  NEWLINE_TOKENNEWLINE_TOKENP. S. Thanks for your note at the New user log.",0
216,"NEWLINE_TOKENNEWLINE_TOKEN:::Bah, I can beat that record easily; I recently got into a brief edit war over whether or not Mosaic (disambiguation) should have {{msg:disambig}} at the bottom. Much lamer than this. At least in the case of this capitalization issue the underlying cause of the conflict was meaningful. )  ",0
217,"NEWLINE_TOKENNEWLINE_TOKEN::I told you that spreadsheet was a work in progress ;)NEWLINE_TOKENNEWLINE_TOKEN::Fox Terriers: yes, I think the pages should be at Fox Terrier (Smooth) and Fox Terrier (Wire).  I don't know why I did otherwise, just an error on my part.  I agree with Steven we should keep to the name most commonly used by the registries where possible.NEWLINE_TOKENNEWLINE_TOKEN::Corgis: I think we should stick with the current [[Corgi (Type)]].  I know it's not the way they are usually described in conversation, but it is the way all the main registries list them.  The search will still find them if redirects are in place.NEWLINE_TOKENNEWLINE_TOKEN::Dachshunds: I remember my reasoning on this one.  It was an even split with the FCI, AKC and CKC grouping the types together and the ANKC, KC(UK) and NZKC listing the six types separately.  As the Dachshund page was already in place I decided not to mess with it for now.  We could eventually do the same as with Corgi - with a generic article at Dachshund and separate articles for each of the six types.  But my worry is that the articles would simply be too similar.NEWLINE_TOKENNEWLINE_TOKEN::All this is just my opinion of course    ",1
218,"NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENSorry, looking again i realized you were probably running a bot & asked John Kenney, who was puzzled by why it didn't work, but fixed it.  Sorry for the disturbance.  And the forgotten sig!  05:07, 2004 Mar 20 (UTC)NEWLINE_TOKEN",0
219,"NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENThe author of the Class D section, imo, seems to be confusing Class D amplifiers with Digital to Analog converters (DACs) - the only reason that they are considered digital is that the output devices are only ever in one of two discrete states (saturation/cut off). There is never any conversion of the input into numbers, and most of the distortion is due to the modulation, not the quantisation of the signal.NEWLINE_TOKENNEWLINE_TOKENThat is only the opinion of an undergraduate EE student though, if anyone feels more qualified to respond, please do.NEWLINE_TOKENNEWLINE_TOKEN-Stuart (March 22, 2004)",0
220,"NEWLINE_TOKENNEWLINE_TOKENA number of people have pointed out that they have been offered Irish breakfasts abroad. The grossly POV second piece in Hotel adn other fare should be removed. Why couldn't it be left neutral and factual?  |  NEWLINE_TOKENPS - about the kidneys, I have been to hundreds of places and never once have kidneys been available. I don't think one recipe including them should change the article.  |  ",0
221,NEWLINE_TOKENNEWLINE_TOKEN== re: grazingship ==NEWLINE_TOKENNEWLINE_TOKEN has come clean with some truths regarding . You may want to reconsider your Quickpoll vote.  ,0
